docid,unique_id,relation_selected,score,verb1,verb2,eiid1,eiid2,relation,model_name,ccr,scr
CNN_20130322_1003,e21-e6,BEFORE,1,reported,arrested,e6,e21,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e21-e7,BEFORE,1,missing,arrested,e7,e21,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e24,BEFORE,2,agreed,plead,e23,e24,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e24,EQUAL,1,agreed,plead,e23,e24,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e25,BEFORE,2,agreed,charge,e23,e25,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e26,BEFORE,3,agreed,sentence,e23,e26,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e27,BEFORE,3,agreed,said,e23,e27,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e28,BEFORE,1,agreed,pay,e23,e28,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e29,BEFORE,1,agreed,search,e23,e29,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e3,BEFORE,1,pleaded,agreed,e3,e23,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e23-e5,BEFORE,2,announced,agreed,e5,e23,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e24-e25,BEFORE,1,plead,charge,e24,e25,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e24-e26,BEFORE,2,plead,sentence,e24,e26,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e24-e27,BEFORE,5,plead,said,e24,e27,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e24-e28,BEFORE,1,plead,pay,e24,e28,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e24-e29,BEFORE,1,plead,search,e24,e29,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e24-e3,BEFORE,1,pleaded,plead,e3,e24,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e25-e26,BEFORE,1,charge,sentence,e25,e26,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e25-e27,BEFORE,4,charge,said,e25,e27,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e25-e3,BEFORE,1,pleaded,charge,e3,e25,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e26-e27,BEFORE,4,sentence,said,e26,e27,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e26-e3,BEFORE,1,pleaded,sentence,e3,e26,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e28,BEFORE,1,said,pay,e27,e28,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e3,BEFORE,1,pleaded,said,e3,e27,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e30,BEFORE,1,said,told,e27,e30,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e31,BEFORE,1,said,thought,e27,e31,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e32,BEFORE,1,said,devised,e27,e32,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e33,BEFORE,1,said,fired,e27,e33,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e34,BEFORE,1,said,said,e27,e34,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e35,BEFORE,1,said,ruse,e27,e35,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e36,BEFORE,1,said,uncovered,e27,e36,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e5,BEFORE,1,announced,said,e5,e27,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e53,BEFORE,1,said,added,e27,e53,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e54,BEFORE,1,said,negotiations,e27,e54,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e55,BEFORE,1,said,asked,e27,e55,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e56,BEFORE,1,said,give,e27,e56,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e57,BEFORE,1,said,said,e27,e57,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e58,BEFORE,1,said,arrests,e27,e58,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e27-e59,BEFORE,1,said,said,e27,e59,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e28-e29,BEFORE,1,pay,search,e28,e29,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e3-e5,BEFORE,5,pleaded,announced,e3,e5,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e3-e6,BEFORE,1,pleaded,reported,e3,e6,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e3-e7,BEFORE,1,pleaded,missing,e3,e7,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e30-e31,BEFORE,5,told,thought,e30,e31,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e30-e32,BEFORE,2,told,devised,e30,e32,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e30-e33,BEFORE,2,told,fired,e30,e33,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e30-e34,BEFORE,2,told,said,e30,e34,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e30-e35,BEFORE,1,told,ruse,e30,e35,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e30-e36,BEFORE,1,told,uncovered,e30,e36,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e31-e32,BEFORE,2,thought,devised,e31,e32,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e31-e33,BEFORE,1,thought,fired,e31,e33,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e31-e34,BEFORE,2,thought,said,e31,e34,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e31-e35,BEFORE,1,thought,ruse,e31,e35,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e31-e36,BEFORE,1,thought,uncovered,e31,e36,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e32-e33,BEFORE,5,devised,fired,e32,e33,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e33-e34,BEFORE,3,fired,said,e33,e34,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e33-e35,BEFORE,3,fired,ruse,e33,e35,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e33-e36,BEFORE,2,fired,uncovered,e33,e36,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e34-e35,BEFORE,1,said,ruse,e34,e35,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e35-e36,BEFORE,5,ruse,uncovered,e35,e36,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e36-e37,BEFORE,1,uncovered,find,e36,e37,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e36-e40,BEFORE,2,uncovered,wrote,e36,e40,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e36-e41,BEFORE,1,uncovered,reported,e36,e41,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e36-e42,BEFORE,1,uncovered,missing,e36,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e37-e38,BEFORE,4,find,going,e37,e38,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e37-e39,BEFORE,2,find,Call,e37,e39,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e37-e40,BEFORE,2,find,wrote,e37,e40,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e37-e41,BEFORE,2,find,reported,e37,e41,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e37-e42,BEFORE,2,find,missing,e37,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e38-e39,BEFORE,4,going,Call,e38,e39,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e38-e40,BEFORE,2,going,wrote,e38,e40,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e38-e41,BEFORE,2,going,reported,e38,e41,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e38-e42,BEFORE,2,going,missing,e38,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e39-e40,BEFORE,4,Call,wrote,e39,e40,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e39-e41,BEFORE,2,Call,reported,e39,e41,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e39-e42,BEFORE,2,Call,missing,e39,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e40-e41,BEFORE,5,wrote,reported,e40,e41,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e40-e42,BEFORE,4,wrote,missing,e40,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e42,BEFORE,2,reported,missing,e41,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e42,EQUAL,1,reported,missing,e41,e42,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e43,BEFORE,3,reported,pending,e41,e43,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e44,BEFORE,2,reported,said,e41,e44,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e45,BEFORE,2,reported,defended,e41,e45,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e46,BEFORE,1,reported,arrest,e41,e46,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e47,BEFORE,1,reported,saying,e41,e47,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e48,BEFORE,1,reported,denied,e41,e48,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e41-e49,BEFORE,1,reported,involved,e41,e49,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e42-e43,BEFORE,1,missing,pending,e42,e43,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e43-e44,BEFORE,2,pending,said,e43,e44,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e45-e46,BEFORE,2,defended,arrest,e45,e46,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e46-e47,BEFORE,5,arrest,saying,e46,e47,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e46-e48,BEFORE,1,arrest,denied,e46,e48,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e46-e49,BEFORE,1,arrest,involved,e46,e49,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e48-e49,BEFORE,4,denied,involved,e48,e49,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e48-e50,BEFORE,3,denied,told,e48,e50,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e48-e51,BEFORE,2,denied,admitted,e48,e51,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e48-e52,BEFORE,2,denied,accepted,e48,e52,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e48-e53,BEFORE,1,denied,added,e48,e53,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e49-e50,BEFORE,2,involved,told,e49,e50,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e49-e51,BEFORE,2,involved,admitted,e49,e51,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e49-e52,BEFORE,2,involved,accepted,e49,e52,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e49-e53,BEFORE,1,involved,added,e49,e53,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e50-e51,BEFORE,2,told,admitted,e50,e51,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e50-e52,BEFORE,1,told,accepted,e50,e52,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e50-e53,BEFORE,2,told,added,e50,e53,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e50-e59,BEFORE,1,told,said,e50,e59,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e51-e52,BEFORE,5,admitted,accepted,e51,e52,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e51-e53,BEFORE,1,admitted,added,e51,e53,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e52-e53,BEFORE,2,accepted,added,e52,e53,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e54,BEFORE,2,added,negotiations,e53,e54,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e55,BEFORE,1,added,asked,e53,e55,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e56,BEFORE,1,added,give,e53,e56,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e57,BEFORE,1,added,said,e53,e57,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e58,BEFORE,1,added,arrests,e53,e58,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e59,BEFORE,1,added,said,e53,e59,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e60,BEFORE,1,added,like,e53,e60,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e61,BEFORE,1,added,straighten,e53,e61,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e62,BEFORE,1,added,comes,e53,e62,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e53-e63,BEFORE,1,added,said,e53,e63,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e54-e55,BEFORE,2,negotiations,asked,e54,e55,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e54-e56,BEFORE,2,negotiations,give,e54,e56,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e54-e57,BEFORE,3,negotiations,said,e54,e57,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e55-e56,BEFORE,5,asked,give,e55,e56,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e55-e57,BEFORE,5,asked,said,e55,e57,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e56-e57,BEFORE,3,give,said,e56,e57,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e58-e59,BEFORE,5,arrests,said,e58,e59,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e58-e60,BEFORE,2,arrests,like,e58,e60,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e58-e61,BEFORE,2,arrests,straighten,e58,e61,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e58-e62,BEFORE,2,arrests,comes,e58,e62,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e58-e63,BEFORE,2,arrests,said,e58,e63,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e59-e60,BEFORE,2,said,like,e59,e60,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e59-e61,BEFORE,1,said,straighten,e59,e61,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e59-e62,BEFORE,1,said,comes,e59,e62,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e59-e63,BEFORE,1,said,said,e59,e63,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e6-e8,BEFORE,4,reported,search,e6,e8,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e6-e9,BEFORE,5,reported,said,e6,e9,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e60-e61,BEFORE,3,like,straighten,e60,e61,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e60-e61,EQUAL,1,like,straighten,e60,e61,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e60-e62,BEFORE,2,like,comes,e60,e62,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e60-e63,BEFORE,2,like,said,e60,e63,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e61-e62,BEFORE,4,straighten,comes,e61,e62,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e61-e63,BEFORE,2,straighten,said,e61,e63,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e62-e63,BEFORE,5,comes,said,e62,e63,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e7-e8,BEFORE,4,missing,search,e7,e8,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e7-e9,BEFORE,3,missing,said,e7,e9,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1003,e8-e9,BEFORE,3,search,said,e8,e9,BEFORE,gemini-1.5-pro,0.3445378151260504,1.0
CNN_20130322_1243,e1-e3,BEFORE,5,arrival,launched,e1,e3,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e1-e5,BEFORE,4,arrival,has,e1,e5,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e1-e6,BEFORE,4,arrival,powered,e1,e6,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e3-e5,BEFORE,3,launched,has,e3,e5,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e3-e6,BEFORE,2,launched,powered,e3,e6,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e3-e7,BEFORE,2,launched,settling,e3,e7,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e3-e8,BEFORE,2,launched,fill,e3,e8,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e3-e9,BEFORE,2,launched,took,e3,e9,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e30-e35,BEFORE,5,conquer,expect,e30,e35,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e30-e36,BEFORE,4,conquer,turn,e30,e36,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e35-e36,BEFORE,5,expect,turn,e35,e36,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e35-e45,BEFORE,3,expect,flesh,e35,e45,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e36-e37,BEFORE,2,turn,foresee,e36,e37,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e36-e38,BEFORE,1,turn,send,e36,e38,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e36-e45,BEFORE,3,turn,flesh,e36,e45,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e37-e38,BEFORE,5,foresee,send,e37,e38,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e37-e40,BEFORE,2,foresee,turn,e37,e40,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e37-e41,BEFORE,2,foresee,scare,e37,e41,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e37-e46,BEFORE,1,foresee,incorporating,e37,e46,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e38-e40,BEFORE,2,send,turn,e38,e40,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e38-e41,BEFORE,2,send,scare,e38,e41,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e38-e46,BEFORE,3,send,incorporating,e38,e46,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e40-e41,BEFORE,5,turn,scare,e40,e41,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e40-e46,BEFORE,2,incorporating,turn,e46,e40,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e42-e43,BEFORE,5,filling,gives,e42,e43,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e49-e50,BEFORE,5,reinvention,available,e49,e50,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e5-e6,BEFORE,3,has,powered,e5,e6,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e5-e6,EQUAL,2,has,powered,e5,e6,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e7-e8,BEFORE,3,settling,fill,e7,e8,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e7-e9,BEFORE,5,settling,took,e7,e9,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_1243,e8-e9,BEFORE,5,fill,took,e8,e9,BEFORE,gemini-1.5-pro,0.0,1.0
CNN_20130322_248,e1-e2,BEFORE,5,announced,close,e1,e2,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e1-e3,BEFORE,5,announced,sparing,e1,e3,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e10-e100,BEFORE,1,closure,staffed,e10,e100,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e10-e11,BEFORE,3,closure,announcement,e10,e11,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e10-e8,BEFORE,5,expected,closure,e8,e10,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e10-e9,BEFORE,4,announce,closure,e9,e10,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e10-e9,EQUAL,1,announce,closure,e9,e10,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e11-e12,BEFORE,5,announcement,said,e11,e12,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e11-e13,BEFORE,3,announcement,consider,e11,e13,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e11-e14,BEFORE,2,announcement,keeping,e11,e14,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e11-e15,BEFORE,2,announcement,convinces,e11,e15,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e12-e13,BEFORE,5,said,consider,e12,e13,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e12-e14,BEFORE,2,said,keeping,e12,e14,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e12-e15,BEFORE,2,said,convinces,e12,e15,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e13-e14,BEFORE,4,consider,keeping,e13,e14,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e13-e15,BEFORE,3,consider,convinces,e13,e15,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e14-e15,BEFORE,5,keeping,convinces,e14,e15,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e16-e17,BEFORE,5,cut,cut,e16,e17,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e16-e175,BEFORE,1,cut,affecting,e16,e175,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e16-e18,BEFORE,4,cut,says,e16,e18,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e17-e18,BEFORE,5,cut,says,e17,e18,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e2-e3,BEFORE,5,close,sparing,e2,e3,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e3-e4,BEFORE,1,sparing,expected,e3,e4,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e3-e45,BEFORE,1,sparing,shutter,e3,e45,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e3-e5,BEFORE,4,sparing,closure,e3,e5,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e3-e6,BEFORE,4,sparing,begin,e3,e6,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e3-e7,BEFORE,2,sparing,said,e3,e7,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e5-e6,BEFORE,5,closure,begin,e5,e6,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e5-e7,BEFORE,2,closure,said,e5,e7,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e6-e7,BEFORE,5,begin,said,e6,e7,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_248,e8-e9,BEFORE,5,expected,announce,e8,e9,BEFORE,gemini-1.5-pro,0.2,1.0
CNN_20130322_314,e1-e2,BEFORE,5,arrived,scoring,e1,e2,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e1-e3,BEFORE,5,arrived,coup,e1,e3,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e1-e4,BEFORE,5,arrived,leaving,e1,e4,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e10-e11,BEFORE,5,happened,meeting,e10,e11,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
CNN_20130322_314,e10-e12,BEFORE,5,happened,departed,e10,e12,BEFORE,gemini-1.5-pro,0.10256410256410256,1.0
