docid,verb1,verb2,eiid1,eiid2,relation,unique_id,model_name,n_iter,score,relation_selected,max_score,ccr,scr,n_cycles,min_vote
CNN_20130322_314,sought,eased,e8,e9,BEFORE,e8-e9,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,happened,meeting,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,meeting,departed,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,departed,complete,e12,e13,BEFORE,e12-e13,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,said,included,e15,e16,BEFORE,e15-e16,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,included,offer,e16,e17,BEFORE,e16-e17,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,resume,dropped,e19,e18,BEFORE,e18-e19,gemini-1.5-flash,3.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,exercises,suspended,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,suspended,raid,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,prosecuting,said,e23,e24,BEFORE,e23-e24,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,said,agreed,e24,e25,BEFORE,e24-e25,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,agreed,cancellation,e25,e26,BEFORE,e25-e26,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,omitted,action,e27,e28,BEFORE,e27-e28,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,arrived,scoring,e1,e2,BEFORE,e1-e2,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,scoring,coup,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,coup,leaving,e3,e4,BEFORE,e3-e4,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,apologized,leaving,e5,e4,BEFORE,e4-e5,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,raid,apologized,e6,e5,BEFORE,e5-e6,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,raid,killed,e6,e7,BEFORE,e6-e7,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,sought,eased,e8,e9,BEFORE,e8-e9,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,happened,meeting,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,meeting,departed,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,departed,complete,e12,e13,BEFORE,e12-e13,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,trip,said,e14,e15,VAGUE,e14-e15,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,said,included,e15,e16,BEFORE,e15-e16,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,included,offer,e16,e17,BEFORE,e16-e17,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.05128205128205128,1.0,,3
CNN_20130322_314,dropped,resume,e18,e19,BEFORE,e18-e19,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,exercises,suspended,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,suspended,raid,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,prosecuting,said,e23,e24,BEFORE,e23-e24,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,said,agreed,e24,e25,BEFORE,e24-e25,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,agreed,cancellation,e25,e26,BEFORE,e25-e26,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,omitted,action,e27,e28,BEFORE,e27-e28,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
CNN_20130322_314,happened,call,e10,e29,BEFORE,e10-e29,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,departed,swing,e12,e30,BEFORE,e12-e30,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,dropped,confusion,e18,e31,BEFORE,e18-e31,gemini-1.5-flash,4.0,1,,,0.05128205128205128,1.0,,3
CNN_20130322_314,dropped,return,e18,e32,BEFORE,e18-e32,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.05128205128205128,1.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,broke,enabled,e1,e3,BEFORE,e1-e3,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,move,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,expanding,build,e9,e1000,BEFORE,e1000-e9,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gives,create,e14,e15,BEFORE,e14-e15,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,asking,have,e17,e18,VAGUE,e17-e18,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,working,e19,e20,BEFORE,e19-e20,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,gets,open,e19,e21,BEFORE,e19-e21,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,convince,e19,e22,BEFORE,e19-e22,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,buy,e19,e23,BEFORE,e19-e23,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,use,e19,e25,BEFORE,e19-e25,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,buy,e21,e23,BEFORE,e21-e23,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,open,use,e21,e25,BEFORE,e21-e25,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,convince,buy,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,convince,use,e22,e25,BEFORE,e22-e25,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,buy,use,e23,e25,BEFORE,e23-e25,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,$250,use,e28,e25,VAGUE,e25-e28,gemini-1.5-flash,0.0,1,,,0.25,1.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,gemini-1.5-flash,1.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,expanding,build,e9,e1000,BEFORE,e1000-e9,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,identified,run,e12,e13,BEFORE,e12-e13,gemini-1.5-flash,1.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gives,create,e14,e15,BEFORE,e14-e15,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,asking,have,e17,e18,VAGUE,e17-e18,gemini-1.5-flash,1.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,working,e19,e20,BEFORE,e19-e20,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,convince,buy,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,buy,use,e23,e25,BEFORE,e23-e25,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,use,$250,e27,e28,VAGUE,e27-e28,gemini-1.5-flash,1.0,1,,,0.25,1.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,broke,enabled,e1,e3,BEFORE,e1-e3,gemini-1.5-flash,2.0,1,,,0.25,1.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,move,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,2.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,gemini-1.5-flash,2.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,expanding,build,e9,e1000,BEFORE,e1000-e9,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,gemini-1.5-flash,2.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gives,create,e14,e15,BEFORE,e14-e15,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,have,asking,e18,e17,BEFORE,e17-e18,gemini-1.5-flash,2.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,working,e19,e20,BEFORE,e19-e20,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,gets,open,e19,e21,BEFORE,e19-e21,gemini-1.5-flash,2.0,1,,,0.25,1.0,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,buy,e21,e23,BEFORE,e21-e23,gemini-1.5-flash,2.0,1,,,0.25,1.0,,3
WSJ_20130318_731,convince,buy,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,buy,use,e23,e25,BEFORE,e23-e25,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,$250,use,e28,e27,VAGUE,e27-e28,gemini-1.5-flash,2.0,1,,,0.25,1.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,move,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,3.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,expanding,build,e9,e1000,BEFORE,e1000-e9,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,identified,run,e12,e13,BEFORE,e12-e13,gemini-1.5-flash,3.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gives,create,e14,e15,BEFORE,e14-e15,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,asking,have,e17,e18,BEFORE,e17-e18,gemini-1.5-flash,3.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,working,e19,e20,BEFORE,e19-e20,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,convince,buy,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,buy,use,e23,e25,BEFORE,e23-e25,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,gemini-1.5-flash,3.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,use,$250,e27,e28,BEFORE,e27-e28,gemini-1.5-flash,3.0,1,,,0.25,1.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,broke,enabled,e1,e3,BEFORE,e1-e3,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,help,move,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,gemini-1.5-flash,4.0,1,BEFORE,4.0,0.25,1.0,,3
WSJ_20130318_731,expanding,build,e9,e1000,BEFORE,e1000-e9,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gives,create,e14,e15,BEFORE,e14-e15,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,asking,have,e17,e18,BEFORE,e17-e18,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,working,e19,e20,BEFORE,e19-e20,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,gets,open,e19,e21,BEFORE,e19-e21,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,convince,e19,e22,BEFORE,e19-e22,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,buy,e19,e23,BEFORE,e19-e23,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,gets,use,e19,e25,BEFORE,e19-e25,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,working,convince,e20,e22,BEFORE,e20-e22,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,working,buy,e20,e23,BEFORE,e20-e23,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,working,use,e20,e25,BEFORE,e20-e25,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,open,buy,e21,e23,BEFORE,e21-e23,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,open,use,e21,e25,BEFORE,e21-e25,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,convince,buy,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,convince,use,e22,e25,BEFORE,e22-e25,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130318_731,buy,use,e23,e25,BEFORE,e23-e25,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,gemini-1.5-flash,4.0,1,BEFORE,5.0,0.25,1.0,,3
WSJ_20130318_731,wants,$250,e26,e28,BEFORE,e26-e28,gemini-1.5-flash,4.0,1,,,0.25,1.0,,3
WSJ_20130321_1145,stands,Lodged,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,Lodged,kill,e8,e9,BEFORE,e8-e9,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,kill,40,e9,e100,BEFORE,e100-e9,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,kill,suggest,e9,e101,BEFORE,e101-e9,gemini-1.5-flash,0.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,advancing,preclude,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,preclude,development,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,preclude,come,e11,e13,BEFORE,e11-e13,gemini-1.5-flash,0.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,development,come,e12,e13,BEFORE,e12-e13,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,available,said,e14,e15,BEFORE,e14-e15,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,removed,forced,e16,e21,BEFORE,e16-e21,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,forced,step,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,step,held,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,held,said,e23,e24,BEFORE,e23-e24,gemini-1.5-flash,0.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,said,adding,e24,e25,BEFORE,e24-e25,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,startled,won,e29,e30,BEFORE,e29-e30,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,won,finishing,e30,e31,BEFORE,e30-e31,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,finishing,set,e31,e32,BEFORE,e31-e32,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,set,surgery,e32,e33,BEFORE,e32-e33,gemini-1.5-flash,0.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,school,diagnosis,e102,e103,BEFORE,e102-e103,gemini-1.5-flash,0.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,stands,Lodged,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,Lodged,kill,e8,e9,BEFORE,e8-e9,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,kill,advancing,e9,e10,BEFORE,e10-e9,gemini-1.5-flash,1.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,advancing,preclude,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,preclude,development,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,1.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,development,come,e12,e13,BEFORE,e12-e13,gemini-1.5-flash,1.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,available,said,e14,e15,VAGUE,e14-e15,gemini-1.5-flash,1.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,said,removed,e15,e16,BEFORE,e15-e16,gemini-1.5-flash,1.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,forced,step,e21,e22,BEFORE,e21-e22,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,step,held,e22,e23,BEFORE,e22-e23,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,said,adding,e24,e25,VAGUE,e24-e25,gemini-1.5-flash,1.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,startled,won,e29,e30,BEFORE,e29-e30,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,won,finishing,e30,e31,BEFORE,e30-e31,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,finishing,set,e31,e32,BEFORE,e31-e32,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,set,surgery,e32,e33,BEFORE,e32-e33,gemini-1.5-flash,1.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,suggest,school,e101,e102,VAGUE,e101-e102,gemini-1.5-flash,1.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,school,diagnosis,e102,e103,VAGUE,e102-e103,gemini-1.5-flash,1.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,surgery,diagnosis,e33,e103,BEFORE,e103-e33,gemini-1.5-flash,1.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,stands,Lodged,e6,e8,BEFORE,e6-e8,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,Lodged,kill,e8,e9,BEFORE,e8-e9,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,Lodged,40,e8,e100,BEFORE,e100-e8,gemini-1.5-flash,2.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,kill,40,e9,e100,BEFORE,e100-e9,gemini-1.5-flash,2.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,advancing,preclude,e10,e11,BEFORE,e10-e11,gemini-1.5-flash,2.0,1,BEFORE,5.0,0.07142857142857142,1.0,,3
WSJ_20130321_1145,advancing,development,e10,e12,BEFORE,e10-e12,gemini-1.5-flash,2.0,1,,,0.07142857142857142,1.0,,3
WSJ_20130321_1145,preclude,development,e11,e12,BEFORE,e11-e12,gemini-1.5-flash,2.0,1,BEFORE,4.0,0.07142857142857142,1.0,,3
