docid,verb1,verb2,eiid1,eiid2,relation,unique_id,model_name,p_label,iter,score,relation_selected,max_score,n_cycles,min_vote
CNN_20130322_314,leaving,eased,e4,e9,VAGUE,e4-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,4.0,,3
CNN_20130322_314,apologized,sought,e5,e8,VAGUE,e5-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,4.0,,3
CNN_20130322_314,apologized,eased,e5,e9,VAGUE,e5-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,4.0,,3
CNN_20130322_314,killed,sought,e7,e8,VAGUE,e7-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,4.0,,3
CNN_20130322_314,killed,eased,e7,e9,VAGUE,e7-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,4.0,,3
CNN_20130322_314,sought,eased,e8,e9,VAGUE,e8-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,sought,happened,e8,e10,VAGUE,e10-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,sought,departed,e8,e12,VAGUE,e12-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,eased,happened,e9,e10,VAGUE,e10-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,eased,departed,e9,e12,VAGUE,e12-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,happened,departed,e10,e12,BEFORE,e10-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,4.0,1,,,,3
CNN_20130322_314,said,included,e15,e16,VAGUE,e15-e16,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,,,,3
CNN_20130322_314,said,dropped,e15,e18,VAGUE,e15-e18,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,included,dropped,e16,e18,VAGUE,e16-e18,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,dropped,suspended,e18,e21,VAGUE,e18-e21,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,4.0,,3
CNN_20130322_314,prosecuting,said,e23,e24,VAGUE,e23-e24,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,prosecuting,agreed,e23,e25,VAGUE,e23-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,said,agreed,e24,e25,VAGUE,e24-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,prosecuting,omitted,e23,e27,VAGUE,e23-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,said,omitted,e24,e27,VAGUE,e24-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
CNN_20130322_314,agreed,omitted,e25,e27,VAGUE,e25-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,4.0,1,VAGUE,5.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,help,e2,e6,BEFORE,e2-e6,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,,,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,,,,3
WSJ_20130318_731,expanding,selected,e9,e10,BEFORE,e10-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,identified,e10,e12,BEFORE,e10-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,run,e10,e13,BEFORE,e10-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,identified,run,e12,e13,BEFORE,e12-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,gives,e11,e14,VAGUE,e11-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,identified,gives,e12,e14,VAGUE,e12-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,run,gives,e13,e14,VAGUE,e13-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,convince,e20,e22,BEFORE,e20-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,4.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,buy,e20,e23,VAGUE,e20-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,open,buy,e21,e23,VAGUE,e21-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,convince,buy,e22,e23,VAGUE,e22-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,working,use,e20,e25,VAGUE,e20-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,open,use,e21,e25,VAGUE,e21-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,convince,use,e22,e25,VAGUE,e22-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,buy,use,e23,e25,VAGUE,e23-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,working,wants,e20,e26,VAGUE,e20-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,open,wants,e21,e26,VAGUE,e21-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,convince,wants,e22,e26,VAGUE,e22-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,buy,wants,e23,e26,VAGUE,e23-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,use,wants,e25,e26,VAGUE,e25-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,working,use,e20,e27,VAGUE,e20-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,open,use,e21,e27,VAGUE,e21-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,convince,use,e22,e27,VAGUE,e22-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,buy,use,e23,e27,VAGUE,e23-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,use,use,e25,e27,VAGUE,e25-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,,,,3
WSJ_20130318_731,wants,$250,e26,e28,BEFORE,e26-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,0.0,1,,,,3
WSJ_20130318_731,use,$250,e27,e28,VAGUE,e27-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,$250,use,e28,e27,VAGUE,e27-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,0.0,1,,,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,help,e2,e6,BEFORE,e2-e6,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,hoping,e2,e7,BEFORE,e2-e7,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,,,,3
WSJ_20130318_731,released,move,e2,e8,BEFORE,e2-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,,,,3
WSJ_20130318_731,released,expanding,e2,e9,BEFORE,e2-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,,,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,,,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,,,,3
WSJ_20130318_731,expanding,selected,e9,e10,BEFORE,e10-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,identified,e10,e12,BEFORE,e10-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,run,e10,e13,BEFORE,e10-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,identified,run,e12,e13,BEFORE,e12-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,gives,e11,e14,VAGUE,e11-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,1.0,1,,,,3
WSJ_20130318_731,identified,gives,e12,e14,VAGUE,e12-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,1.0,1,,,,3
WSJ_20130318_731,run,gives,e13,e14,VAGUE,e13-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,1.0,1,,,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,convince,e20,e22,BEFORE,e20-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,4.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,1.0,1,BEFORE,4.0,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,help,e2,e6,BEFORE,e2-e6,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,help,hoping,e6,e7,BEFORE,e6-e7,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,,,,3
WSJ_20130318_731,hoping,move,e7,e8,BEFORE,e7-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,,,,3
WSJ_20130318_731,expanding,selected,e9,e10,BEFORE,e10-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,identified,e10,e12,BEFORE,e10-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,run,e10,e13,BEFORE,e10-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,identified,run,e12,e13,BEFORE,e12-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,gives,e11,e14,VAGUE,e11-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,identified,gives,e12,e14,VAGUE,e12-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,run,gives,e13,e14,VAGUE,e13-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,convince,e20,e22,BEFORE,e20-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,4.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,buy,e20,e23,VAGUE,e20-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,open,buy,e21,e23,VAGUE,e21-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,convince,buy,e22,e23,VAGUE,e22-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,working,use,e20,e25,VAGUE,e20-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,open,use,e21,e25,VAGUE,e21-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,convince,use,e22,e25,VAGUE,e22-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,buy,use,e23,e25,VAGUE,e23-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,VAGUE,2.0,1,,,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,,,,3
WSJ_20130318_731,wants,$250,e26,e28,BEFORE,e26-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,,,,3
WSJ_20130318_731,use,$250,e27,e28,BEFORE,e27-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,2.0,1,,,,3
WSJ_20130318_731,broke,released,e1,e2,BEFORE,e1-e2,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,enabled,e2,e3,BEFORE,e2-e3,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,help,e2,e6,BEFORE,e2-e6,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,released,hoping,e2,e7,BEFORE,e2-e7,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,released,move,e2,e8,BEFORE,e2-e8,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,released,expanding,e2,e9,BEFORE,e2-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,expanding,selected,e9,e10,BEFORE,e10-e9,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,said,e10,e11,BEFORE,e10-e11,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,identified,e10,e12,BEFORE,e10-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,run,e10,e13,BEFORE,e10-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,selected,gives,e10,e14,BEFORE,e10-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,create,e10,e15,BEFORE,e10-e15,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,asking,e10,e17,BEFORE,e10-e17,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,have,e10,e18,BEFORE,e10-e18,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,gets,e10,e19,BEFORE,e10-e19,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,working,e10,e20,BEFORE,e10-e20,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,open,e10,e21,BEFORE,e10-e21,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,convince,e10,e22,BEFORE,e10-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,buy,e10,e23,BEFORE,e10-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,use,e10,e25,BEFORE,e10-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,wants,e10,e26,BEFORE,e10-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,use,e10,e27,BEFORE,e10-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,selected,$250,e10,e28,BEFORE,e10-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,said,identified,e11,e12,BEFORE,e11-e12,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,run,e11,e13,BEFORE,e11-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,identified,run,e12,e13,BEFORE,e12-e13,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,5.0,,3
WSJ_20130318_731,said,gives,e11,e14,BEFORE,e11-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,identified,gives,e12,e14,BEFORE,e12-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,run,gives,e13,e14,BEFORE,e13-e14,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,working,open,e20,e21,BEFORE,e20-e21,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,convince,e20,e22,BEFORE,e20-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,4.0,,3
WSJ_20130318_731,open,convince,e21,e22,BEFORE,e21-e22,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,BEFORE,4.0,,3
WSJ_20130318_731,working,buy,e20,e23,BEFORE,e20-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,open,buy,e21,e23,BEFORE,e21-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,convince,buy,e22,e23,BEFORE,e22-e23,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,working,use,e20,e25,BEFORE,e20-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,open,use,e21,e25,BEFORE,e21-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,convince,use,e22,e25,BEFORE,e22-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,buy,use,e23,e25,BEFORE,e23-e25,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,working,wants,e20,e26,BEFORE,e20-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,open,wants,e21,e26,BEFORE,e21-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,convince,wants,e22,e26,BEFORE,e22-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,buy,wants,e23,e26,BEFORE,e23-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,use,wants,e25,e26,BEFORE,e25-e26,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,working,use,e20,e27,BEFORE,e20-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,open,use,e21,e27,BEFORE,e21-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,convince,use,e22,e27,BEFORE,e22-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,buy,use,e23,e27,BEFORE,e23-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,use,use,e25,e27,BEFORE,e25-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,wants,use,e26,e27,BEFORE,e26-e27,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,working,$250,e20,e28,BEFORE,e20-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,open,$250,e21,e28,BEFORE,e21-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
WSJ_20130318_731,convince,$250,e22,e28,BEFORE,e22-e28,meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,BEFORE,3.0,1,,,,3
