docid,verb1,verb2,eiid1,eiid2,relation,unique_id,model_name,iter,score,relation_selected,max_score,conflict_rel,ccr,scr,n_cycles,min_vote
CNN_20130322_1003,fired,said,e33,e34,VAGUE,e33-e34,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,fired,uncovered,e33,e36,VAGUE,e33-e36,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,ruse,e34,e35,VAGUE,e34-e35,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,uncovered,e34,e36,VAGUE,e34-e36,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,ruse,uncovered,e35,e36,VAGUE,e35-e36,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,find,going,e37,e38,VAGUE,e37-e38,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,Call,wrote,e39,e40,VAGUE,e39-e40,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wrote,reported,e40,e41,VAGUE,e40-e41,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,reported,missing,e41,e42,EQUAL,e41-e42,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pending,said,e43,e44,VAGUE,e43-e44,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,defended,e44,e45,VAGUE,e44-e45,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,defended,arrest,e45,e46,VAGUE,e45-e46,llama-3.1-70b-versatile,2.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrest,saying,e46,e47,VAGUE,e46-e47,llama-3.1-70b-versatile,2.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrest,involved,e46,e49,VAGUE,e46-e49,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrest,told,e46,e50,VAGUE,e46-e50,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,denied,involved,e48,e49,VAGUE,e48-e49,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,denied,told,e48,e50,VAGUE,e48-e50,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,involved,told,e49,e50,EQUAL,e49-e50,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,denied,added,e48,e53,VAGUE,e48-e53,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,admitted,e50,e51,VAGUE,e50-e51,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,accepted,e50,e52,VAGUE,e50-e52,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,admitted,accepted,e51,e52,EQUAL,e51-e52,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,involved,added,e49,e53,VAGUE,e49-e53,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,admitted,added,e51,e53,VAGUE,e51-e53,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,accepted,added,e52,e53,VAGUE,e52-e53,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,negotiations,e53,e54,VAGUE,e53-e54,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,asked,e53,e55,VAGUE,e53-e55,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,give,e53,e56,VAGUE,e53-e56,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,asked,said,e55,e57,VAGUE,e55-e57,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,give,said,e56,e57,VAGUE,e56-e57,llama-3.1-70b-versatile,2.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,said,e57,e59,VAGUE,e57-e59,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrests,said,e58,e59,VAGUE,e58-e59,llama-3.1-70b-versatile,2.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,like,e53,e60,VAGUE,e53-e60,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,straighten,e53,e61,VAGUE,e53-e61,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,said,e53,e63,VAGUE,e53-e63,llama-3.1-70b-versatile,2.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,accused,faking,e1,e2,BEFORE,e1-e2,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,faking,pleaded,e2,e3,BEFORE,e2-e3,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pleaded,announced,e3,e5,BEFORE,e3-e5,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,reported,missing,e6,e7,BEFORE,e6-e7,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,missing,search,e7,e8,BEFORE,e7-e8,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,search,said,e8,e9,BEFORE,e8-e9,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,learned,e9,e10,BEFORE,e10-e9,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,learned,pulled,e10,e11,BEFORE,e10-e11,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,pulled,e11,e12,BEFORE,e11-e12,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,showed,e12,e13,BEFORE,e12-e13,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,showed,discovered,e13,e14,BEFORE,e13-e14,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,discovered,appeared,e14,e15,BEFORE,e14-e15,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,appeared,death,e15,e16,BEFORE,e15-e16,llama-3.1-70b-versatile,3.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,death,wanted,e16,e17,BEFORE,e16-e17,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wanted,collect,e17,e18,BEFORE,e17-e18,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,collect,started,e18,e19,BEFORE,e18-e19,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,started,said,e19,e20,BEFORE,e19-e20,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,arrested,e20,e21,BEFORE,e20-e21,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrested,agreed,e21,e23,BEFORE,e21-e23,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,agreed,plead,e23,e24,BEFORE,e23-e24,llama-3.1-70b-versatile,3.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,plead,charge,e24,e25,BEFORE,e24-e25,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,charge,sentence,e25,e26,BEFORE,e25-e26,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,sentence,said,e26,e27,BEFORE,e26-e27,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,pay,e27,e28,BEFORE,e27-e28,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pay,search,e28,e29,BEFORE,e28-e29,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,thought,e30,e31,VAGUE,e30-e31,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,thought,devised,e31,e32,VAGUE,e31-e32,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,devised,fired,e32,e33,VAGUE,e32-e33,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,fired,said,e33,e34,VAGUE,e33-e34,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,ruse,e34,e35,VAGUE,e34-e35,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,ruse,uncovered,e35,e36,VAGUE,e35-e36,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,uncovered,find,e36,e37,VAGUE,e36-e37,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,find,going,e37,e38,VAGUE,e37-e38,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,going,Call,e38,e39,VAGUE,e38-e39,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,Call,wrote,e39,e40,VAGUE,e39-e40,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wrote,reported,e40,e41,VAGUE,e40-e41,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,reported,missing,e41,e42,VAGUE,e41-e42,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,missing,pending,e42,e43,VAGUE,e42-e43,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pending,said,e43,e44,VAGUE,e43-e44,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,defended,e44,e45,VAGUE,e44-e45,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,defended,arrest,e45,e46,VAGUE,e45-e46,llama-3.1-70b-versatile,3.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrest,saying,e46,e47,VAGUE,e46-e47,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,saying,denied,e47,e48,VAGUE,e47-e48,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,denied,involved,e48,e49,VAGUE,e48-e49,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,involved,told,e49,e50,VAGUE,e49-e50,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,admitted,e50,e51,VAGUE,e50-e51,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,admitted,accepted,e51,e52,VAGUE,e51-e52,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,accepted,added,e52,e53,VAGUE,e52-e53,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,negotiations,e53,e54,VAGUE,e53-e54,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,negotiations,asked,e54,e55,VAGUE,e54-e55,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,asked,give,e55,e56,VAGUE,e55-e56,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,give,said,e56,e57,VAGUE,e56-e57,llama-3.1-70b-versatile,3.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,arrests,e57,e58,VAGUE,e57-e58,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrests,said,e58,e59,VAGUE,e58-e59,llama-3.1-70b-versatile,3.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,like,e59,e60,VAGUE,e59-e60,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,like,straighten,e60,e61,VAGUE,e60-e61,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,straighten,comes,e61,e62,VAGUE,e61-e62,llama-3.1-70b-versatile,3.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,comes,said,e62,e63,VAGUE,e62-e63,llama-3.1-70b-versatile,3.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,faking,accused,e2,e1,BEFORE,e1-e2,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pleaded,faking,e3,e2,BEFORE,e2-e3,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pleaded,accused,e3,e1,BEFORE,e1-e3,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,faking,announced,e2,e5,BEFORE,e2-e5,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pleaded,announced,e3,e5,BEFORE,e3-e5,llama-3.1-70b-versatile,4.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,accused,announced,e1,e5,BEFORE,e1-e5,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,reported,search,e6,e8,BEFORE,e6-e8,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,missing,search,e7,e8,BEFORE,e7-e8,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,missing,e9,e7,VAGUE,e7-e9,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,reported,e9,e6,VAGUE,e6-e9,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,learned,said,e10,e9,BEFORE,e10-e9,llama-3.1-70b-versatile,4.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,learned,e11,e10,BEFORE,e10-e11,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,said,e11,e9,BEFORE,e11-e9,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,pulled,e12,e11,VAGUE,e11-e12,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,learned,e12,e10,VAGUE,e10-e12,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pulled,said,e12,e9,VAGUE,e12-e9,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,showed,pulled,e13,e11,BEFORE,e11-e13,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,discovered,showed,e14,e13,BEFORE,e13-e14,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,appeared,discovered,e15,e14,BEFORE,e14-e15,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,death,appeared,e16,e15,BEFORE,e15-e16,llama-3.1-70b-versatile,4.0,1,BEFORE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wanted,appeared,e17,e15,VAGUE,e15-e17,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wanted,discovered,e17,e14,VAGUE,e14-e17,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wanted,showed,e17,e13,VAGUE,e13-e17,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,collect,appeared,e18,e15,VAGUE,e15-e18,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,collect,discovered,e18,e14,VAGUE,e14-e18,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,collect,showed,e18,e13,VAGUE,e13-e18,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,accused,e20,e1,VAGUE,e1-e20,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,,said,e22,e20,VAGUE,UNDEFINED,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,agreed,e20,e23,BEFORE,e20-e23,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,accused,agreed,e1,e23,BEFORE,e1-e23,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,agreed,plead,e23,e24,BEFORE,e23-e24,llama-3.1-70b-versatile,4.0,1,BEFORE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,sentence,said,e26,e20,VAGUE,e20-e26,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,sentence,accused,e26,e1,VAGUE,e1-e26,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,sentence,announced,e26,e5,VAGUE,e26-e5,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,charge,e27,e25,VAGUE,e25-e27,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,plead,e27,e24,VAGUE,e24-e27,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,agreed,e27,e23,VAGUE,e23-e27,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,accused,e30,e1,VAGUE,e1-e30,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,announced,e30,e5,VAGUE,e30-e5,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,thought,accused,e31,e1,VAGUE,e1-e31,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,thought,announced,e31,e5,VAGUE,e31-e5,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,devised,thought,e32,e31,BEFORE,e31-e32,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,fired,devised,e33,e32,BEFORE,e32-e33,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,thought,e34,e31,VAGUE,e31-e34,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,told,e34,e30,VAGUE,e30-e34,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,ruse,said,e35,e34,BEFORE,e34-e35,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,uncovered,said,e36,e34,VAGUE,e34-e36,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,uncovered,ruse,e36,e35,VAGUE,e35-e36,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,going,find,e38,e37,VAGUE,e37-e38,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,going,uncovered,e38,e36,VAGUE,e36-e38,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,going,ruse,e38,e35,VAGUE,e35-e38,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,Call,going,e39,e38,VAGUE,e38-e39,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,wrote,ruse,e40,e35,VAGUE,e35-e40,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,reported,devised,e41,e32,VAGUE,e32-e41,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,reported,told,e41,e30,VAGUE,e30-e41,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,missing,reported,e42,e41,VAGUE,e41-e42,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,pending,wrote,e43,e40,VAGUE,e40-e43,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,Call,e44,e39,VAGUE,e39-e44,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,defended,uncovered,e45,e36,VAGUE,e36-e45,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,defended,ruse,e45,e35,VAGUE,e35-e45,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrest,defended,e46,e45,VAGUE,e45-e46,llama-3.1-70b-versatile,4.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrest,said,e46,e44,VAGUE,e44-e46,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,saying,Call,e47,e39,VAGUE,e39-e47,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,saying,uncovered,e47,e36,VAGUE,e36-e47,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,saying,ruse,e47,e35,VAGUE,e35-e47,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,saying,fired,e47,e33,VAGUE,e33-e47,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,denied,thought,e48,e31,VAGUE,e31-e48,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,involved,said,e49,e34,VAGUE,e34-e49,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,involved,told,e49,e30,VAGUE,e30-e49,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,fired,e50,e33,VAGUE,e33-e50,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,told,thought,e50,e31,VAGUE,e31-e50,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,admitted,said,e51,e34,VAGUE,e34-e51,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,admitted,told,e51,e30,VAGUE,e30-e51,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,accepted,thought,e52,e31,VAGUE,e31-e52,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,said,e53,e34,VAGUE,e34-e53,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,added,told,e53,e30,VAGUE,e30-e53,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,negotiations,sentence,e54,e26,VAGUE,e26-e54,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,negotiations,charge,e54,e25,VAGUE,e25-e54,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,negotiations,plead,e54,e24,VAGUE,e24-e54,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,negotiations,agreed,e54,e23,VAGUE,e23-e54,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,asked,negotiations,e55,e54,VAGUE,e54-e55,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,give,asked,e56,e55,VAGUE,e55-e56,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,give,negotiations,e56,e54,VAGUE,e54-e56,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,give,e57,e56,VAGUE,e56-e57,llama-3.1-70b-versatile,4.0,1,VAGUE,5.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,asked,e57,e55,VAGUE,e55-e57,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,said,negotiations,e57,e54,VAGUE,e54-e57,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrests,said,e58,e57,VAGUE,e57-e58,llama-3.1-70b-versatile,4.0,1,VAGUE,4.0,,0.025210084033613446,1.0,,3
CNN_20130322_1003,arrests,give,e58,e56,VAGUE,e56-e58,llama-3.1-70b-versatile,4.0,1,,,,0.025210084033613446,1.0,,3
